GCODE,ESCROLL_CAT,GID,PENSION_TYPE,BRANCH_CODE,BRANCH_NAME,BRANCH_PIN,BRANCH_STATE,BIRTH_YEAR,SUBMITTED_STATUS,WAIVER_UPTO,SUBMISSION_MODE,VERIFICATION_TYPE,CERTIFICATE_SUBMISSION_DATE,PENSIONER_PINCODE,PENSIONER_DISTNAME,PENSIONER_STATENAME
STATE,STATE,CHATTISGARH_1,F,00361,DHAMTARI,493773,CHATTISGARH,1959,SUBMITTED,,DLC,,14-11-2024,493773,Dhamtari,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00461,RAIPUR MAIN BRANCH,492001,CHATTISGARH,1934,SUBMITTED,,PLC,,13-11-2024,492001,Raipur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,06995,MARODA UTAI BHILAI,490006,CHATTISGARH,1940,SUBMITTED,,PLC,,16-11-2024,490006,Durg,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00460,RAIGARH,496001,CHATTISGARH,1963,SUBMITTED,,PLC,,25-11-2024,496001,Raigarh,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00460,RAIGARH,496001,CHATTISGARH,1955,SUBMITTED,,PLC,,04-11-2024,496440,Raigarh,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00461,RAIPUR MAIN BRANCH,492001,CHATTISGARH,1960,SUBMITTED,,PLC,,24-12-2024,492001,Raipur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00460,RAIGARH,496001,CHATTISGARH,1960,SUBMITTED,,PLC,,30-11-2024,496001,Raigarh,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00460,RAIGARH,496001,CHATTISGARH,1947,SUBMITTED,,PLC,,27-11-2024,496001,Raigarh,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00461,RAIPUR MAIN BRANCH,492001,CHATTISGARH,1949,PENDING,,,,,492001,Raipur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00461,RAIPUR MAIN BRANCH,492001,CHATTISGARH,1955,PENDING,,,,,492001,Raipur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00461,RAIPUR MAIN BRANCH,492001,CHATTISGARH,1955,PENDING,,,,,492001,Raipur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00461,RAIPUR MAIN BRANCH,492001,CHATTISGARH,1954,SUBMITTED,,DLC,,26-11-2024,492001,Raipur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00461,RAIPUR MAIN BRANCH,492001,CHATTISGARH,3001,SUBMITTED,,PLC,,21-11-2024,495452,Korba,CHHATTISGARH
CENTRAL,CPAO,CIVIL_39,S,02405,LAKSHAR,247663,UTTARAKHAND,1983,First_Year_Waiver,31-10-2025,,,,247663,Hardwar,UTTARAKHAND
CENTRAL,RAILWAY,RAILWAY_16,F,01064,LALBAUG BARODA,390011,GUJARAT,1976,First_Year_Waiver,31-10-2025,,,,390004,Vadodara,GUJARAT
STATE,STATE,MADHYA_PRADESH_1,F,01507,MILLONIGANJ (JABALPUR),482002,MADHYA PRADESH,1971,SUBMITTED,,PLC,,19-03-2025,482001,Jabalpur,MADHYA PRADESH
STATE,STATE,KARNATAKA_6,F,02240,NARGUND,582207,KARNATAKA,1972,SUBMITTED,,PLC,,01-03-2025,582207,Gadag,KARNATAKA
CENTRAL,CPAO,CIVIL_2,F,50116,SECTOR 26 CHANDIGARH,160026,CHANDIGARH,1954,First_Year_Waiver,31-10-2025,,,,140301,Sahibzada Ajit Singh Nagar,PUNJAB
STATE,STATE,PUNJAB_1,F,01543,BANGA,144505,PUNJAB,1983,SUBMITTED,,PLC,,25-02-2025,144511,Shahid Bhagat Singh Nagar,PUNJAB
CENTRAL,RAILWAY,RAILWAY_4,F,07826,GARIAHAT CIVIC CENTRE,700068,WEST BENGAL,1950,First_Year_Waiver,31-10-2025,,,,700068,Kolkata,WEST BENGAL
STATE,STATE,MADHYA_PRADESH_1,F,30039,PALSUD ROAD RAJPUR,451447,MADHYA PRADESH,1969,SUBMITTED,,PLC,,02-06-2025,451556,Barwani,MADHYA PRADESH
STATE,CPAO,DELHI_1,F,11780,AGCR BUILDING NEW DELHI,110002,NCT OF DELHI,1972,First_Year_Waiver,31-10-2025,,,,110062,South,NCT OF DELHI
CENTRAL,DEFENCE,DEFENCE_8,F,01376,DHARCHULA,262545,UTTARAKHAND,1963,First_Year_Waiver,31-10-2025,,,,262545,Pithoragarh,UTTARAKHAND
CENTRAL,RAILWAY,RAILWAY_9,F,07881,MAYUR VIHAR PHASE II,110091,NCT OF DELHI,1970,First_Year_Waiver,31-10-2025,,,,,,
STATE,STATE,WEST_BENGAL_1,F,01723,WELLESLEY PARK (KOLKATA),700016,WEST BENGAL,1966,SUBMITTED,,PLC,,15-05-2025,700014,Kolkata,WEST BENGAL
CENTRAL,RAILWAY,RAILWAY_6,F,02698,ACB BHOGAPURAM,535216,ANDHRA PRADESH,1947,First_Year_Waiver,31-10-2025,,,,535216,Visakhapatnam,ANDHRA PRADESH
STATE,STATE,CHATTISGARH_1,F,06807,MOPKA,495006,CHATTISGARH,1989,SUBMITTED,,PLC,,19-05-2025,495001,Bilaspur,CHHATTISGARH
CENTRAL,RAILWAY,RAILWAY_4,F,02021,BHADRESWAR,712124,WEST BENGAL,2001,First_Year_Waiver,31-10-2025,,,,712124,Hugli,WEST BENGAL
STATE,STATE,CHATTISGARH_1,F,00310,AMBIKAPUR,497001,CHATTISGARH,1961,SUBMITTED,,PLC,,12-11-2024,497001,Surguja,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00310,AMBIKAPUR,497001,CHATTISGARH,1961,SUBMITTED,,PLC,,12-11-2024,497001,Surguja,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00464,RAJNANDGAON,491441,CHATTISGARH,1961,SUBMITTED,,PLC,,25-11-2024,491441,Rajnandgaon,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,09750,SARAIPALI,493558,CHATTISGARH,1958,SUBMITTED,,PLC,,17-01-2025,493558,Mahasamund,CHHATTISGARH
STATE,STATE,BIHAR_1,F,02914,BARBIGHA,811101,BIHAR,1948,SUBMITTED,,PLC,,28-03-2025,811101,Sheikhpura,BIHAR
STATE,STATE,CHATTISGARH_1,F,05770,BILAIGARH,493338,CHATTISGARH,1956,SUBMITTED,,PLC,,19-02-2025,493338,Raipur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,15771,BHATGAON,493222,CHATTISGARH,1959,SUBMITTED,,DLC,,05-11-2024,493222,Raipur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05770,BILAIGARH,493338,CHATTISGARH,1959,SUBMITTED,,PLC,,04-03-2025,493338,Raipur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05772,JAI JAIPUR,495690,CHATTISGARH,1959,SUBMITTED,,PLC,,20-01-2025,495661,Janjgir - Champa,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05774,CHHATI,493663,CHATTISGARH,1952,SUBMITTED,,PLC,,12-11-2024,493663,Dhamtari,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05772,JAI JAIPUR,495690,CHATTISGARH,3001,PENDING,,,,,495661,Janjgir - Champa,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05776,PATHARIA,495335,CHATTISGARH,1954,SUBMITTED,,PLC,,13-11-2024,495335,Bilaspur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05600,BHILAI-3,490021,CHATTISGARH,3001,SUBMITTED,,DLC,,12-11-2024,491111,Durg,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05509,BATAULI,497001,CHATTISGARH,1962,SUBMITTED,,PLC,,04-11-2024,496224,Jashpur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05515,PUSSORE,496440,CHATTISGARH,1946,SUBMITTED,,DLC,,12-11-2024,496440,Raigarh,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05516,TOKAPAL,494001,CHATTISGARH,1964,SUBMITTED,,PLC,,26-11-2024,494442,Bastar,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05600,BHILAI-3,490021,CHATTISGARH,3001,SUBMITTED,,PLC,,16-11-2024,491001,Durg,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05515,PUSSORE,496440,CHATTISGARH,1948,SUBMITTED,,PLC,,27-12-2024,496440,Raigarh,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05600,BHILAI-3,490021,CHATTISGARH,1945,PENDING,,,,,490025,Durg,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05515,PUSSORE,496440,CHATTISGARH,1955,SUBMITTED,,PLC,,07-11-2024,496440,Raigarh,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05516,TOKAPAL,494001,CHATTISGARH,1963,PENDING,,,,,494442,Bastar,CHHATTISGARH
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,03502,SAINIK SCHOOL TELAIYA,825413,JHARKHAND,1962,First_Year_Waiver,31-10-2025,,,,825413,Kodarma,JHARKHAND
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,02925,CHANDRAPURA,828403,JHARKHAND,1962,First_Year_Waiver,31-10-2025,,,,828403,Bokaro,JHARKHAND
CENTRAL,RAILWAY,RAILWAY_9,F,01826,GILL ROAD (LUDHIANA),141003,PUNJAB,1970,First_Year_Waiver,31-10-2025,,,,141016,Ludhiana,PUNJAB
CENTRAL,CPAO,CIVIL_2,F,63868,PBB NAGPUR,440001,MAHARASHTRA,1972,First_Year_Waiver,31-10-2025,,,,440008,Nagpur,MAHARASHTRA
STATE,STATE,MADHYA_PRADESH_1,F,07242,VINDHYACHAL BHAWAN (BHOPAL),462004,MADHYA PRADESH,1967,SUBMITTED,,PLC,,01-11-2024,462023,Bhopal,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,02845,DEVENDRANAGAR,488333,MADHYA PRADESH,1962,SUBMITTED,,PLC,,24-03-2025,485446,Satna,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,02845,DEVENDRANAGAR,488333,MADHYA PRADESH,1962,SUBMITTED,,PLC,,24-03-2025,485446,Satna,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,30011,ACB KHATEGAON,455336,MADHYA PRADESH,1971,SUBMITTED,,PLC,,04-06-2025,455336,Dewas,MADHYA PRADESH
CENTRAL,CPAO,CIVIL_2,F,01770,ANANDAPURI,700122,WEST BENGAL,1960,First_Year_Waiver,31-10-2025,,,,700123,North Twenty Four Parganas,WEST BENGAL
STATE,STATE,ORISSA_7,F,00121,KORAPUT,764020,ODISHA,1954,SUBMITTED,,PLC,,05-05-2025,764020,Koraput,ODISHA
CENTRAL,RAILWAY,RAILWAY_14,F,00760,SHORANUR,679121,KERALA,1959,First_Year_Waiver,31-10-2025,,,,679121,Palakkad,KERALA
STATE,STATE,CHATTISGARH_1,F,02885,PITHORA,493551,CHATTISGARH,1950,SUBMITTED,,PLC,,06-11-2024,493551,Mahasamund,CHHATTISGARH
STATE,STATE,ORISSA_7,F,10907,PHULNAKHARA,754001,ODISHA,1964,SUBMITTED,,PLC,,01-02-2025,754001,Cuttack,ODISHA
CENTRAL,CPAO,CIVIL_2,F,12924,NEHRU NAGAR KURLA,400024,MAHARASHTRA,1972,First_Year_Waiver,31-10-2025,,,,400078,Mumbai Suburban,MAHARASHTRA
CENTRAL,RAILWAY,RAILWAY_6,F,12406,BIDHANNAGAR,734426,WEST BENGAL,1977,First_Year_Waiver,31-10-2025,,,,734426,Darjiling,WEST BENGAL
CENTRAL,RAILWAY,RAILWAY_3,F,17902,VIZIANAGARAM PHOOLBAGH,535002,ANDHRA PRADESH,1962,First_Year_Waiver,31-10-2025,,,,530016,Visakhapatnam,ANDHRA PRADESH
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,11536,BANSDRONI BRANCH,700047,WEST BENGAL,1962,First_Year_Waiver,31-10-2025,,,,700070,Kolkata,WEST BENGAL
STATE,STATE,ASSAM_1,F,05922,NEW SILCHAR,788005,ASSAM,1973,SUBMITTED,,PLC,,01-07-2025,788815,Cachar,ASSAM
STATE,STATE,TRIPURA_1,F,18506,JIRANIA,799008,TRIPURA,1975,SUBMITTED,,PLC,,01-07-2025,799045,West Tripura,TRIPURA
STATE,STATE,TRIPURA_1,F,18506,JIRANIA,799008,TRIPURA,1975,SUBMITTED,,PLC,,01-07-2025,799045,West Tripura,TRIPURA
STATE,STATE,ORISSA_7,F,00038,BHANJANAGAR,761126,ODISHA,1951,SUBMITTED,,PLC,,09-01-2025,761126,Ganjam,ODISHA
STATE,STATE,ASSAM_1,F,02024,SBI BILASIPARA,783348,ASSAM,1997,SUBMITTED,,PLC,,07-03-2025,783348,Dhubri,ASSAM
STATE,STATE,CHATTISGARH_1,F,00370,DURG MAIN BRANCH,491001,CHATTISGARH,1945,SUBMITTED,,PLC,,25-03-2025,,,
CENTRAL,RAILWAY,RAILWAY_1,F,16326,VASIND,421604,MAHARASHTRA,1973,First_Year_Waiver,31-10-2025,,,,421601,Thane,MAHARASHTRA
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,12401,SHYAMPUR,713201,WEST BENGAL,1959,First_Year_Waiver,31-10-2025,,,,713201,Barddhaman,WEST BENGAL
STATE,STATE,ASSAM_1,F,03030,DISPUR (GUWAHATI),781006,ASSAM,1981,SUBMITTED,,PLC,,20-05-2025,781029,Kamrup,ASSAM
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,00160,PURULIA,723101,WEST BENGAL,1960,First_Year_Waiver,31-10-2025,,,,723101,Puruliya,WEST BENGAL
CENTRAL,CPAO,CIVIL_2,F,31760,PB BRANCH ASHOK NAGAR,600083,TAMIL NADU,1979,First_Year_Waiver,31-10-2025,,,,600078,Chennai,TAMIL NADU
STATE,STATE,KARNATAKA_6,F,00263,BAILHONGAL,591102,KARNATAKA,1977,SUBMITTED,,PLC,,16-06-2025,591102,Belgaum,KARNATAKA
STATE,STATE,ASSAM_1,F,01426,DHEMAJI,787057,ASSAM,1972,SUBMITTED,,PLC,,03-03-2025,787057,Dhemaji,ASSAM
CENTRAL,CPAO,CIVIL_2,F,04899,VOC NAGAR (THANJAVUR),613007,TAMIL NADU,1985,First_Year_Waiver,31-10-2025,,,,613006,Thanjavur,TAMIL NADU
STATE,STATE,KARNATAKA_29,F,09249,MULGUND NAKA (GADAG),582101,KARNATAKA,1950,SUBMITTED,,PLC,,01-03-2025,583238,Koppal,KARNATAKA
STATE,STATE,TRIPURA_1,F,03795,KUMARGHAT,799264,TRIPURA,1961,SUBMITTED,,PLC,,10-04-2025,799263,North Tripura,TRIPURA
STATE,STATE,TRIPURA_1,F,03795,KUMARGHAT,799264,TRIPURA,1961,SUBMITTED,,PLC,,10-04-2025,799263,North Tripura,TRIPURA
CENTRAL,CPAO,CIVIL_2,F,03449,TOWN CENTRE BRANCH CSN,431003,MAHARASHTRA,1982,First_Year_Waiver,31-10-2025,,,,431003,Aurangabad,MAHARASHTRA
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,02925,CHANDRAPURA,828403,JHARKHAND,1962,First_Year_Waiver,31-10-2025,,,,825303,Bokaro,JHARKHAND
CENTRAL,RAILWAY,RAILWAY_14,F,00760,SHORANUR,679121,KERALA,1979,First_Year_Waiver,31-10-2025,,,,679121,Palakkad,KERALA
STATE,STATE,CHATTISGARH_1,F,61219,BORJE,494444,CHATTISGARH,1980,SUBMITTED,,PLC,,31-05-2025,494444,Bijapur,CHHATTISGARH
CENTRAL,RAILWAY,RAILWAY_15,F,30362,SHAMGARH,458883,MADHYA PRADESH,1990,First_Year_Waiver,31-10-2025,,,,326519,Kota,RAJASTHAN
CENTRAL,DEFENCE,DEFENCE_8,F,08407,MATIJURI,788155,ASSAM,2003,First_Year_Waiver,31-10-2025,,,,788160,Hailakandi,ASSAM
STATE,STATE,ORISSA_7,F,02042,CHHENDIPADA,759124,ODISHA,1962,SUBMITTED,,PLC,,22-05-2025,759124,Anugul,ODISHA
CENTRAL,CPAO,CIVIL_2,F,01443,SECTOR-30 (CHANDIGARH),160030,CHANDIGARH,1966,First_Year_Waiver,31-10-2025,,,,,,
STATE,STATE,ASSAM_1,F,06309,MORIGAON,782105,ASSAM,1979,SUBMITTED,,PLC,,10-03-2025,782104,Morigaon,ASSAM
STATE,STATE,PUNJAB_1,F,03931,PANDORI MAHANTAN,143531,PUNJAB,1958,SUBMITTED,,PLC,,13-11-2024,143531,Gurdaspur,PUNJAB
CENTRAL,CPAO,CIVIL_39,F,00545,DANTEWARA,494449,CHATTISGARH,1971,First_Year_Waiver,31-10-2025,,,,494449,Dakshin Bastar Dantewada,CHHATTISGARH
STATE,STATE,ASSAM_1,F,00182,SIBSAGAR,785640,ASSAM,1988,SUBMITTED,,PLC,,12-03-2025,785640,Sivasagar,ASSAM
CENTRAL,CPAO,CIVIL_39,F,51117,ROHTAK ROAD CHARKHI DADRI,127306,HARYANA,1976,First_Year_Waiver,31-10-2025,,,,127026,Bhiwani,HARYANA
CENTRAL,CPAO,CIVIL_2,F,01115,ADYAR(CHENNAI),600020,TAMIL NADU,1932,SUBMITTED,,DLC,,19-11-2024,643104,The Nilgiris,TAMIL NADU
STATE,STATE,KARNATAKA_29,F,16873,RAJAJI NAGAR 2ND BLOCK BENGALURU,560010,KARNATAKA,1968,SUBMITTED,,PLC,,09-04-2025,560056,Bangalore,KARNATAKA
STATE,STATE,KARNATAKA_29,F,40614,THONACHIKOPPAL,570009,KARNATAKA,1957,SUBMITTED,,PLC,,15-04-2025,570009,Mysore,KARNATAKA
STATE,STATE,KARNATAKA_6,F,16410,ALAND ROAD KALABURAGI,585101,KARNATAKA,1982,SUBMITTED,,PLC,,22-04-2025,585217,Gulbarga,KARNATAKA
STATE,STATE,MADHYA_PRADESH_1,F,00377,GWALIOR,474001,MADHYA PRADESH,1972,SUBMITTED,,PLC,,06-05-2025,474001,Gwalior,MADHYA PRADESH
STATE,STATE,ASSAM_1,F,10669,IIBM,781028,ASSAM,1977,SUBMITTED,,PLC,,21-05-2025,781022,Kamrup,ASSAM
STATE,STATE,PUNJAB_1,F,50297,MYSER KHANA,151509,PUNJAB,1968,SUBMITTED,,PLC,,20-11-2024,151509,Bathinda,PUNJAB
CENTRAL,RAILWAY,RAILWAY_7,F,12910,GAURI BAZAR,274202,UTTAR PRADESH,1957,SUBMITTED,,PLC,,30-05-2025,274202,Deoria,UTTAR PRADESH
STATE,STATE,KARNATAKA_29,F,40036,MALAVALLI,571430,KARNATAKA,1970,SUBMITTED,,PLC,,30-05-2025,571463,Mandya,KARNATAKA
STATE,STATE,ORISSA_7,F,07078,KHARIAR ROAD,766104,ODISHA,1951,SUBMITTED,,PLC,,09-06-2025,766104,Nuapada,ODISHA
CENTRAL,CPAO,CIVIL_2,F,00705,MAIN BRANCH REWARI,123401,HARYANA,1974,First_Year_Waiver,31-10-2025,,,,123035,Rewari,HARYANA
STATE,STATE,ORISSA_19,F,00101,JEYPORE,764001,ODISHA,1969,SUBMITTED,,PLC,,28-02-2025,766107,Nuapada,ODISHA
STATE,STATE,ORISSA_7,F,09025,GOVT TREASURY BRANCH BHUBANESWAR,751001,ODISHA,1950,SUBMITTED,,PLC,,03-12-2024,751012,Khordha,ODISHA
STATE,STATE,ARUNACHAL_PRADESH_1,F,05844,TAWANG,790104,ARUNACHAL PRADESH,1963,SUBMITTED,,PLC,,17-03-2025,790104,Tawang,ARUNACHAL PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,00417,MAIHAR,485771,MADHYA PRADESH,1960,SUBMITTED,,PLC,,20-03-2025,485771,Satna,MADHYA PRADESH
STATE,STATE,BIHAR_1,F,02965,KOCHAS,821112,BIHAR,1953,SUBMITTED,,PLC,,21-03-2025,821109,Kaimur (Bhabua),BIHAR
STATE AUTONOMOUS BODIES,AUTONOMOUS,MDU_1,F,04734,MAHARSHI DAYANAND UNIV ROHTAK,124001,HARYANA,1971,SUBMITTED,,PLC,,25-11-2024,124001,Rohtak,HARYANA
STATE,STATE,BIHAR_16,F,09002,ANANDAPURI(PATNA),800001,BIHAR,1940,SUBMITTED,,PLC,,23-02-2025,800001,Patna,BIHAR
STATE,STATE,CHATTISGARH_1,F,14251,LAKHANPUR,497116,CHATTISGARH,1964,PENDING,,,,,497116,Surguja,CHHATTISGARH
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,01510,NAKTALA,700047,WEST BENGAL,1943,First_Year_Waiver,31-10-2025,,,,700047,Kolkata,WEST BENGAL
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,01510,NAKTALA,700047,WEST BENGAL,1943,First_Year_Waiver,31-10-2025,,,,700047,Kolkata,WEST BENGAL
STATE,STATE,CHATTISGARH_1,F,04571,COLLECTORATE (BILASPUR),495001,CHATTISGARH,1989,SUBMITTED,,PLC,,26-06-2025,,,
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,RPFC_7,F,16098,SAKKARDARA,440027,MAHARASHTRA,1984,SUBMITTED,,PLC,,10-02-2025,440024,Nagpur,MAHARASHTRA
STATE,STATE,ORISSA_11,F,00016,BALASORE,756001,ODISHA,1946,SUBMITTED,,PLC,,01-03-2025,756021,Baleshwar,ODISHA
STATE,STATE,TELANGANA_1,F,11291,ITPL COMPLEX BENGALURU,560066,KARNATAKA,1952,First_Year_Waiver,31-10-2025,,,,500094,Hyderabad,TELANGANA
STATE,STATE,CHATTISGARH_1,F,10838,COLECTORATE JASHPUR NAGAR,496331,CHATTISGARH,1972,SUBMITTED,,PLC,,28-03-2025,497223,Surguja,CHHATTISGARH
CENTRAL,RAILWAY,RAILWAY_1,F,63868,PBB NAGPUR,440001,MAHARASHTRA,1971,SUBMITTED,,PLC,,29-05-2025,440027,Nagpur,MAHARASHTRA
STATE,STATE,CHATTISGARH_1,F,00310,AMBIKAPUR,497001,CHATTISGARH,1977,SUBMITTED,,PLC,,29-05-2025,497001,Surguja,CHHATTISGARH
STATE,STATE,PUNJAB_1,F,00644,MAIN BRANCH,143521,PUNJAB,1948,SUBMITTED,,PLC,,12-05-2025,143529,Gurdaspur,PUNJAB
STATE AUTONOMOUS BODIES,AUTONOMOUS,MDU_1,F,50699,CIRCULAR ROAD ROHTAK,124001,HARYANA,1958,SUBMITTED,,PLC,,02-11-2024,124001,Rohtak,HARYANA
STATE,STATE,MADHYA_PRADESH_1,F,01713,AMARWARA,480221,MADHYA PRADESH,1980,SUBMITTED,,PLC,,05-05-2025,480221,Chhindwara,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,30043,BADNAWAR,454660,MADHYA PRADESH,1968,SUBMITTED,,PLC,,30-06-2025,454660,Dhar,MADHYA PRADESH
STATE,STATE,CHATTISGARH_1,F,02880,PANDARIYA,491559,CHATTISGARH,1971,SUBMITTED,,PLC,,03-07-2025,491559,Kabeerdham,CHHATTISGARH
STATE,STATE,MADHYA_PRADESH_1,F,30387,JAWAHAR CHOWK BHOPAL,462003,MADHYA PRADESH,1975,SUBMITTED,,PLC,,26-05-2025,462003,Bhopal,MADHYA PRADESH
CENTRAL,RAILWAY,RAILWAY_13,F,00846,HUBBALLI MAIN,580020,KARNATAKA,1969,First_Year_Waiver,31-10-2025,,,,580020,Dharwad,KARNATAKA
STATE,STATE,CHATTISGARH_1,F,07405,KUSMUNDA,495454,CHATTISGARH,1969,SUBMITTED,,PLC,,26-11-2024,495552,Janjgir - Champa,CHHATTISGARH
CENTRAL,RAILWAY,RAILWAY_10,F,16275,Moulali,500040,TELANGANA,1981,First_Year_Waiver,31-10-2025,,,,500040,Hyderabad,TELANGANA
STATE,STATE,ASSAM_1,F,12261,LEPETKATA,786006,ASSAM,1952,SUBMITTED,,PLC,,30-06-2025,786001,Dibrugarh,ASSAM
CENTRAL,RAILWAY,RAILWAY_9,F,03759,MANIK CHOWK (JHANSI),284002,UTTAR PRADESH,1954,SUBMITTED,,PLC,,26-11-2024,284002,Jhansi,UTTAR PRADESH
STATE,STATE,ORISSA_7,F,07045,IRC VILLAGE BRANCH,751015,ODISHA,1951,SUBMITTED,,PLC,,12-06-2025,751015,Khordha,ODISHA
CENTRAL,RAILWAY,RAILWAY_1,F,50878,PER. BKG. SECTOR 4 KHARGAR,410210,MAHARASHTRA,1951,First_Year_Waiver,31-10-2025,,,,410210,Thane,MAHARASHTRA
STATE,STATE,MADHYA_PRADESH_1,F,05193,AYODHYA NAGAR BHOPAL,462022,MADHYA PRADESH,1964,SUBMITTED,,PLC,,22-04-2025,462022,Bhopal,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,05193,AYODHYA NAGAR BHOPAL,462022,MADHYA PRADESH,1964,SUBMITTED,,PLC,,22-04-2025,462022,Bhopal,MADHYA PRADESH
STATE,STATE,BIHAR_1,F,00013,AURANGABAD(BIHAR),824101,BIHAR,1950,SUBMITTED,,PLC,,11-03-2025,824102,Aurangabad,BIHAR
STATE,STATE,MADHYA_PRADESH_1,F,30035,KASRAWAD,451228,MADHYA PRADESH,1941,SUBMITTED,,PLC,,03-12-2024,451228,West Nimar,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,30035,KASRAWAD,451228,MADHYA PRADESH,1952,SUBMITTED,,PLC,,04-03-2025,451228,West Nimar,MADHYA PRADESH
STATE,STATE,CHATTISGARH_1,F,02861,KATGHORA,495445,CHATTISGARH,1965,SUBMITTED,,PLC,,16-11-2024,495445,Korba,CHHATTISGARH
STATE,STATE,JHARKHAND_1,F,12620,LOHARDAGA SAMAHARNALAYA,835302,JHARKHAND,1999,SUBMITTED,,PLC,,21-04-2025,835302,Lohardaga,JHARKHAND
STATE,STATE,KARNATAKA_29,F,40225,SRIRAMPET SULLIA,574239,KARNATAKA,1958,SUBMITTED,,PLC,,20-05-2025,574327,Dakshina Kannada,KARNATAKA
STATE,STATE,KARNATAKA_29,F,40225,SRIRAMPET SULLIA,574239,KARNATAKA,1958,SUBMITTED,,PLC,,20-05-2025,574327,Dakshina Kannada,KARNATAKA
STATE AUTONOMOUS BODIES,AUTONOMOUS,MDU_1,F,04734,MAHARSHI DAYANAND UNIV ROHTAK,124001,HARYANA,1968,SUBMITTED,,PLC,,26-03-2025,124401,Rohtak,HARYANA
CENTRAL,RAILWAY,RAILWAY_12,F,05371,PRINCE ANWAR SHAH RD (CAL),700033,WEST BENGAL,1980,First_Year_Waiver,31-10-2025,,,,700045,Kolkata,WEST BENGAL
CENTRAL,RAILWAY,RAILWAY_2,F,08085,MIHIJAM,815354,JHARKHAND,1946,First_Year_Waiver,31-10-2025,,,,815354,Jamtara,JHARKHAND
STATE,STATE,MADHYA_PRADESH_1,F,30458,BANK COLONY ANNAPURNA RD,452009,MADHYA PRADESH,1974,SUBMITTED,,PLC,,10-02-2025,452009,Indore,MADHYA PRADESH
STATE,STATE,JHARKHAND_1,F,04501,BUNDU,835204,JHARKHAND,1963,SUBMITTED,,PLC,,18-01-2025,835225,Ranchi,JHARKHAND
CENTRAL,RAILWAY,RAILWAY_12,F,08085,MIHIJAM,815354,JHARKHAND,1970,First_Year_Waiver,31-10-2025,,,,815354,Jamtara,JHARKHAND
STATE,STATE,PUNJAB_1,F,00723,MAIN BRANCH TRAN TARAN,143401,PUNJAB,1971,SUBMITTED,,PLC,,16-03-2025,143408,Tarn Taran,PUNJAB
CENTRAL,CPAO,CIVIL_39,F,04562,IMPHAL SECRETARIAT,795001,MANIPUR,1984,First_Year_Waiver,31-10-2025,,,,795127,Chandel,MANIPUR
